,approach,student_id,student_name,student_params,student_acc,student_type,max_dist_delta,min_dist_delta,mean_dist_delta,std_dist_delta,q25_dist_delta,q75_dist_delta,pos_dist_delta,max_k_gain,min_k_gain,mean_k_gain,std_k_gain,q25_k_gain,q75_k_gain,max_k_loss,min_k_loss,mean_k_loss,std_k_loss,q25_k_loss,q75_k_loss
65,CRD_Dist,171,pit_xs_distilled_224,11.0,78.156,transformer,-0.8539999999999992,-2.0060000000000144,-1.1685000000000065,0.31483575082890597,-1.1905000000000037,-0.9610000000000092,0.0,2.444,2.18,2.322,0.08106047125449001,2.2555,2.3870000000000005,4.326,3.0620000000000003,3.4904999999999995,0.3656680872047763,3.197,3.5854999999999997
66,CRD_Dist,33,ig_resnext101_32x16d,194.03,80.23599999999999,cnn,-3.030000000000001,-4.75,-3.740799999999998,0.4839571881892033,-4.067500000000003,-3.4119999999999955,0.0,2.488,2.25,2.3831999999999995,0.05730061081698867,2.3594999999999997,2.4219999999999997,7.166,5.28,6.1240000000000006,0.4949509066564078,5.856,6.404999999999999
67,CRD_Dist,131,gluon_senet154,115.09,79.948,cnn,-0.7319999999999993,-1.7379999999999995,-1.1026000000000018,0.2803348711808799,-1.282000000000007,-0.9144999999999968,0.0,3.154,2.842,3.0140000000000002,0.06896665861124483,2.9795,3.069,4.694,3.786,4.1166,0.2442065519186576,3.967,4.253
68,CRD_Dist,235,wide_resnet50_2,68.88,80.71199999999999,cnn,-0.3860000000000099,-0.8819999999999908,-0.5864000000000011,0.12453529620151747,-0.6420000000000101,-0.5030000000000037,0.0,2.234,1.998,2.1104999999999996,0.07164042155096523,2.0435,2.1559999999999997,3.088,2.452,2.6969,0.17943185335943007,2.5614999999999997,2.795
69,CRD_Dist,132,gluon_resnet101_v1c,44.57,78.594,cnn,-0.4379999999999882,-1.2120000000000033,-0.7189999999999976,0.1967744902165937,-0.7914999999999992,-0.5944999999999965,0.0,2.856,2.64,2.7588,0.060891378700108245,2.7315,2.796,4.034,3.1579999999999995,3.4778,0.22780245828348736,3.3175000000000003,3.5575
70,CRD_Dist,42,resnetv2_50,25.55,78.506,cnn,-1.5139999999999958,-1.9639999999999984,-1.7657000000000018,0.1107199620664663,-1.847999999999999,-1.6730000000000054,0.0,2.308,2.136,2.2259,0.0438883811503682,2.198,2.253,4.188,3.674,3.9916000000000005,0.1371052150722211,3.878,4.112
71,CRD_Dist,130,resnetv2_50x1_bit_distilled,25.55,82.43599999999999,cnn,-0.04399999999999693,-0.48599999999999,-0.19449999999999007,0.11605839047651788,-0.23699999999999477,-0.10649999999999694,0.0,2.1839999999999997,1.958,2.0629,0.059192820510599105,2.0235,2.1185,2.612,2.054,2.2574,0.15980500617940607,2.138,2.276
72,CRD_Dist,48,gluon_resnet34_v1b,21.8,73.394,cnn,-0.6580000000000013,-1.1840000000000117,-0.9431000000000018,0.15141793156690575,-1.045499999999997,-0.8490000000000038,0.0,2.986,2.75,2.8897,0.06890653089511917,2.849,2.942,4.086,3.4259999999999997,3.8327999999999998,0.18316702760049375,3.7119999999999997,3.9945000000000004
73,CRD_Dist,214,mixer_l16_224,208.2,75.196,mlp,3.963999999999998,2.3419999999999987,3.2356999999999956,0.5814991917449231,2.573499999999992,3.759999999999988,100.0,7.244000000000001,6.418,6.904599999999999,0.28588186371296803,6.6555,7.1705000000000005,4.216,3.256,3.6689000000000007,0.3241730864831318,3.3600000000000003,3.9605
74,CRD_Dist,2,mixer_b16_224_miil,59.88,81.602,mlp,-0.06999999999999318,-1.2059999999999889,-0.4716999999999949,0.27578924924659354,-0.575499999999991,-0.26799999999999713,0.0,2.054,1.694,1.8119999999999998,0.09561798993913224,1.7485000000000002,1.83,3.118,1.87,2.2837,0.318938410982434,2.0365,2.467
75,CRD_Dist,9,mixer_b16_224,59.88,77.64999999999999,mlp,1.2759999999999962,0.18799999999998815,0.9416999999999895,0.33131029262611095,0.7729999999999926,1.2179999999999929,100.0,4.843999999999999,4.456,4.5958,0.09789974463705195,4.5085,4.6575,4.306,3.28,3.6540999999999997,0.304162768924798,3.3970000000000002,3.8235
76,CRD_Dist,77,resmlp_36_224,44.69,77.134,mlp,-1.3960000000000008,-3.999999999999986,-2.5835999999999957,0.7147269688489419,-3.288999999999991,-2.030000000000001,0.0,3.068,2.664,2.8566000000000003,0.10661350758698444,2.7715,2.9124999999999996,6.902,4.242,5.4402,0.7834970070140664,4.763999999999999,6.1555
